symbol,series,date,prev_close,open_price,high_price,low_price,last_price,close_price,average_price,total_traded_quantity,turnover,no_of_trades,deliverable_qty,dly_qt_to_traded_qty,daily_return_%,price_range,delivery_ratio_%,month,quarter,year
HDFCBANK,EQ,2019-12-31,1282.15,1281.95,1281.95,1268.65,1275.5,1272.1,1272.87,4178528,5318720963.95,127264,2666838,63.82,-0.7838,13.3,63.82,2019-12,2019Q4,2019
HDFCBANK,EQ,2020-01-01,1272.1,1276.1,1280.0,1270.6,1279.0,1278.6,1276.64,1836849,2345000988.7,46625,809152,44.05,0.511,9.4,44.05,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-02,1278.6,1279.0,1288.0,1279.0,1286.0,1286.75,1284.56,3068583,3941791536.35,104570,1957617,63.8,0.6374,9.0,63.8,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-03,1286.75,1282.2,1285.0,1263.6,1268.5,1268.4,1270.48,5427775,6895885753.85,157066,3459267,63.73,-1.4261,21.4,63.73,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-06,1268.4,1260.0,1261.8,1236.0,1240.25,1240.95,1247.24,5445093,6791347831.05,155007,3647637,66.99,-2.1641,25.8,66.99,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-07,1240.95,1258.9,1271.45,1252.25,1261.0,1260.6,1261.48,7362247,9287301543.65,189026,3790730,51.49,1.5835,19.2,51.49,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-08,1260.6,1246.95,1262.15,1240.05,1256.0,1257.3,1253.71,5666055,7103612130.0,141795,3549321,62.64,-0.2618,22.1,62.64,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-09,1257.3,1265.0,1275.8,1263.1,1271.8,1271.4,1271.27,4773158,6067965129.35,125829,2650051,55.52,1.1215,12.7,55.52,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-10,1271.4,1284.1,1286.9,1275.1,1281.0,1282.7,1282.11,4607290,5907037339.2,123583,2857227,62.02,0.8888,11.8,62.02,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-13,1282.7,1282.7,1296.5,1276.0,1287.0,1286.0,1289.33,3725784,4803755674.7,107121,2215612,59.47,0.2573,20.5,59.47,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-14,1286.0,1289.0,1292.55,1277.5,1288.0,1289.5,1284.81,3943145,5066203793.15,91722,2573348,65.26,0.2722,15.05,65.26,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-15,1289.5,1286.4,1287.95,1274.1,1285.05,1284.25,1280.62,5893724,7547649403.3,105548,3970136,67.36,-0.4071,13.85,67.36,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-16,1284.25,1282.05,1291.0,1279.35,1287.5,1287.65,1285.32,3575200,4595266982.8,93131,2251808,62.98,0.2647,11.65,62.98,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-17,1287.65,1281.75,1284.9,1271.9,1277.4,1278.15,1277.38,8459407,10805901963.6,136379,6692529,79.11,-0.7378,13.0,79.11,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-20,1278.15,1304.85,1304.85,1252.5,1257.35,1254.9,1265.0,11089225,14027827939.05,245672,5796841,52.27,-1.819,52.35,52.27,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-21,1254.9,1250.0,1250.0,1238.4,1244.9,1244.35,1244.14,7492402,9321621104.55,216589,4587266,61.23,-0.8407,11.6,61.23,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-22,1244.35,1248.05,1255.0,1234.4,1241.85,1240.85,1243.37,9184155,11419277034.85,146555,6562205,71.45,-0.2813,20.6,71.45,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-23,1240.85,1240.0,1246.85,1231.0,1245.35,1244.85,1240.93,5754460,7140906437.5,176401,3535947,61.45,0.3224,15.85,61.45,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-24,1244.85,1246.0,1254.0,1239.1,1245.8,1244.55,1247.28,5915878,7378771197.3,138884,3935384,66.52,-0.0241,14.9,66.52,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-27,1244.55,1235.0,1235.0,1211.75,1213.5,1213.2,1220.97,9444276,11531192819.45,268331,6145074,65.07,-2.519,23.25,65.07,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-28,1213.2,1218.8,1227.8,1213.25,1223.1,1223.2,1221.37,6706079,8190599143.0,219199,3712912,55.37,0.8243,14.55,55.37,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-29,1223.2,1225.3,1242.0,1222.25,1235.8,1235.85,1235.01,6894175,8514372123.25,155174,4588335,66.55,1.0342,19.75,66.55,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-30,1235.85,1238.95,1238.95,1217.2,1227.9,1226.05,1224.75,6055992,7417090655.15,195593,3937675,65.02,-0.793,21.75,65.02,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-01-31,1226.05,1231.45,1237.8,1220.25,1224.25,1226.3,1230.24,5589134,6876000868.35,169641,3563738,63.76,0.0204,17.55,63.76,2020-01,2020Q1,2020
HDFCBANK,EQ,2020-02-01,1226.3,1220.0,1227.7,1191.35,1192.5,1198.7,1210.2,4913643,5946467662.4,132683,2536143,51.61,-2.2507,36.35,51.61,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-03,1198.7,1197.0,1197.95,1177.7,1194.0,1192.8,1188.67,6538505,7772096364.25,251382,4024345,61.55,-0.4922,20.25,61.55,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-04,1192.8,1198.0,1234.0,1198.0,1229.0,1229.8,1222.0,10448852,12768529290.9,173447,6900844,66.04,3.1019,36.0,66.04,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-05,1229.8,1234.9,1248.0,1227.3,1246.0,1244.65,1237.42,9010341,11149564568.1,150882,6955471,77.19,1.2075,20.7,77.19,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-06,1244.65,1244.65,1248.7,1237.2,1239.95,1239.8,1242.01,5913775,7344982424.55,126190,3640808,61.56,-0.3897,11.5,61.56,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-07,1239.8,1246.0,1247.0,1231.6,1240.0,1242.2,1238.21,3407724,4219486810.85,81299,2193596,64.37,0.1936,15.4,64.37,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-10,1242.2,1242.95,1242.95,1226.05,1240.95,1240.3,1235.68,4609917,5696388107.65,105140,3208623,69.6,-0.153,16.9,69.6,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-11,1240.3,1243.3,1255.0,1238.05,1239.9,1240.6,1246.8,5806760,7239873153.45,98063,3770138,64.93,0.0242,16.95,64.93,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-12,1240.6,1245.2,1252.9,1244.05,1249.0,1249.0,1249.42,3148965,3934383166.55,87413,2114375,67.15,0.6771,8.85,67.15,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-13,1249.0,1259.9,1259.9,1233.6,1239.5,1241.4,1241.95,4556070,5658432160.2,97099,2850913,62.57,-0.6085,26.3,62.57,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-14,1241.4,1243.2,1248.4,1215.0,1219.45,1219.35,1227.78,7344429,9017358547.3,167779,4783189,65.13,-1.7762,33.4,65.13,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-17,1219.35,1225.0,1233.0,1214.45,1218.0,1217.15,1221.46,5076345,6200535024.85,157333,3075780,60.59,-0.1804,18.55,60.59,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-18,1217.15,1216.9,1218.5,1203.5,1217.05,1213.25,1209.57,5264558,6367872772.45,119172,3704300,70.36,-0.3204,15.0,70.36,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-19,1213.25,1222.5,1230.0,1213.9,1227.2,1227.2,1221.68,5006134,6115909249.1,101692,3444477,68.81,1.1498,16.1,68.81,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-20,1227.2,1230.0,1230.0,1214.1,1217.0,1217.1,1221.38,5561707,6792970359.7,146273,3240543,58.27,-0.823,15.9,58.27,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-24,1217.1,1208.95,1214.75,1200.0,1210.25,1209.95,1205.66,8284042,9987753564.3,199969,6242053,75.35,-0.5875,14.75,75.35,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-25,1209.95,1204.0,1209.0,1198.0,1201.8,1200.3,1201.07,6943340,8339458217.8,193249,5185085,74.68,-0.7976,11.0,74.68,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-26,1200.3,1197.5,1204.7,1185.65,1201.1,1199.25,1195.09,6907393,8254956318.75,191519,4691104,67.91,-0.0875,19.05,67.91,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-27,1199.25,1195.0,1202.5,1181.0,1199.65,1199.45,1191.25,10327549,12302665880.2,241038,6138007,59.43,0.0167,21.5,59.43,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-02-28,1199.45,1175.5,1185.0,1170.1,1178.8,1177.65,1176.25,12156528,14299167014.4,276737,8662385,71.26,-1.8175,14.9,71.26,2020-02,2020Q1,2020
HDFCBANK,EQ,2020-03-02,1177.65,1200.2,1201.15,1166.15,1185.0,1179.6,1184.61,7332449,8686077365.55,197905,4540186,61.92,0.1656,35.0,61.92,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-03,1179.6,1175.0,1185.35,1168.0,1182.5,1181.8,1178.14,11184775,13177181997.65,233028,7497411,67.03,0.1865,17.35,67.03,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-04,1181.8,1178.35,1180.0,1133.1,1149.15,1148.85,1152.73,17144435,19762846784.7,503032,11834147,69.03,-2.7881,46.9,69.03,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-05,1148.85,1153.0,1165.0,1142.75,1149.0,1151.35,1155.77,9774854,11297450389.35,262470,5681138,58.12,0.2176,22.25,58.12,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-06,1151.35,1125.0,1140.9,1101.0,1134.0,1134.9,1124.34,11526783,12959999027.4,272373,6744175,58.51,-1.4288,39.9,58.51,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-09,1134.9,1110.0,1118.4,1065.0,1112.0,1107.3,1094.8,17210297,18841871874.25,427518,11111864,64.57,-2.4319,53.4,64.57,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-11,1107.3,1105.0,1120.0,1092.0,1110.0,1113.8,1105.77,17769198,19648640086.25,344285,12492811,70.31,0.587,28.0,70.31,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-12,1113.8,1075.0,1080.0,1003.45,1032.0,1021.3,1036.26,29500406,30570004192.95,503472,18695622,63.37,-8.3049,76.55,63.37,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-13,1021.3,980.05,1081.45,919.2,1074.0,1069.8,1018.3,33171603,33778614285.4,541649,18672328,56.29,4.7488,162.25,56.29,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-16,1069.8,1035.0,1037.0,995.0,1001.25,999.5,1013.09,15993174,16202484604.3,430742,9357160,58.51,-6.5713,42.0,58.51,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-17,999.5,1008.0,1010.0,954.7,976.2,975.1,982.62,21338641,20967841371.15,447922,11352389,53.2,-2.4412,55.3,53.2,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-18,975.1,985.0,993.0,865.0,898.5,876.9,916.25,30593809,28031432118.6,652391,18513396,60.51,-10.0708,128.0,60.51,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-19,876.9,847.0,919.95,795.0,904.6,895.55,857.03,33610239,28805078999.25,632617,16243587,48.33,2.1268,124.95,48.33,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-20,895.55,875.0,914.6,824.55,881.25,882.85,868.05,44319015,38471082495.0,790631,18885164,42.61,-1.4181,90.05,42.61,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-23,882.85,794.6,838.75,765.0,778.9,771.55,784.5,25142273,19724138348.9,590210,15218583,60.53,-12.6069,73.75,60.53,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-24,771.55,795.25,810.0,738.75,774.8,767.7,775.82,30528676,23684712047.25,634897,15424639,50.53,-0.499,71.25,50.53,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-25,767.7,770.45,867.45,755.25,863.0,856.75,803.92,23614449,18984055133.7,608039,10925368,46.27,11.5996,112.2,46.27,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-26,856.75,870.1,937.7,841.0,898.0,901.1,898.62,28521681,25630140172.8,627160,12010671,42.11,5.1765,96.7,42.11,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-27,901.1,944.95,988.65,872.1,900.0,904.45,923.14,27619436,25496667368.35,651440,9442614,34.19,0.3718,116.55,34.19,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-30,904.45,880.0,887.0,828.0,831.0,831.65,858.48,19634313,16855655095.4,491743,9022080,45.95,-8.0491,59.0,45.95,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-03-31,831.65,853.8,873.6,838.0,857.95,861.9,854.73,17605997,15048445041.15,411360,8065907,45.81,3.6373,35.6,45.81,2020-03,2020Q1,2020
HDFCBANK,EQ,2020-04-01,861.9,863.85,863.85,820.0,829.55,829.65,831.99,14551758,12106933301.25,354947,5957515,40.94,-3.7417,43.85,40.94,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-03,829.65,843.0,844.0,810.0,811.0,813.85,825.26,17499063,14441317976.2,392455,8690196,49.66,-1.9044,34.0,49.66,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-07,813.85,874.0,907.3,845.35,895.8,896.1,871.57,30206626,26327315325.8,475198,17083041,56.55,10.1063,61.95,56.55,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-08,896.1,879.95,945.0,866.1,888.7,888.9,902.09,28109877,25357609084.6,503019,11952742,42.52,-0.8035,78.9,42.52,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-09,888.9,913.0,930.9,890.0,922.1,925.05,913.38,22229012,20303462865.4,417910,7759278,34.91,4.0668,40.9,34.91,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-13,925.05,934.0,946.7,886.2,897.8,895.35,907.82,17079259,15504828498.5,389148,6261962,36.66,-3.2106,60.5,36.66,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-15,895.35,930.5,930.5,843.0,865.15,863.3,885.42,28989523,25667931187.7,517354,13261188,45.74,-3.5796,87.5,45.74,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-16,863.3,865.0,890.7,856.25,884.25,879.75,870.76,26927231,23447030480.5,467724,12899088,47.9,1.9055,34.45,47.9,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-17,879.75,915.0,920.0,887.25,915.1,910.3,906.63,27941831,25333029144.8,453652,13482185,48.25,3.4726,32.75,48.25,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-20,910.3,951.0,960.95,935.0,943.3,944.85,945.7,33116614,31318495817.8,555965,13530602,40.86,3.7955,25.95,40.86,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-21,944.85,925.0,934.0,908.0,919.15,921.65,922.24,16589148,15299196199.55,291815,7314644,44.09,-2.4554,26.0,44.09,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-22,921.65,919.15,933.0,907.3,929.75,928.6,920.24,19144678,17617671415.9,258479,10177427,53.16,0.7541,25.7,53.16,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-23,928.6,935.0,958.5,912.55,952.1,954.95,939.81,20450895,19219911302.15,424855,9826569,48.05,2.8376,45.95,48.05,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-24,954.95,933.0,958.4,926.0,937.0,938.05,938.02,16642831,15611268244.2,293787,8000341,48.07,-1.7697,32.4,48.07,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-27,938.05,945.15,957.4,926.3,929.95,929.7,941.28,13710727,12905669876.5,266336,6056487,44.17,-0.8901,31.1,44.17,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-28,929.7,943.8,943.8,922.0,933.3,931.4,930.5,14720773,13697606349.35,239400,6302095,42.81,0.1829,21.8,42.81,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-29,931.4,935.0,992.7,934.1,970.05,977.1,964.08,27939019,26935417994.95,450180,10960329,39.23,4.9066,58.6,39.23,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-04-30,977.1,1001.4,1019.0,992.1,1000.0,1001.8,1006.05,21897643,22030130436.1,451072,8534959,38.98,2.5279,26.9,38.98,2020-04,2020Q2,2020
HDFCBANK,EQ,2020-05-04,1001.8,957.5,960.0,917.5,924.9,923.0,932.42,13361177,12458166946.1,383166,6246738,46.75,-7.8658,42.5,46.75,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-05,923.0,938.0,944.0,908.05,914.5,911.45,928.05,14837190,13769583591.9,298424,4848835,32.68,-1.2514,35.95,32.68,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-06,911.45,919.0,950.0,905.65,946.55,946.4,936.39,16893140,15818501983.4,310813,4169602,24.68,3.8345,44.35,24.68,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-07,946.4,940.5,943.3,921.35,927.3,925.0,930.31,10916003,10155309605.55,226640,3399155,31.14,-2.2612,21.95,31.14,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-08,925.0,942.0,943.95,925.2,930.0,929.05,932.46,10403747,9701068994.85,176643,3723731,35.79,0.4378,18.75,35.79,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-11,929.05,937.0,954.0,914.0,915.9,915.8,934.32,14275392,13337759315.6,316129,5926950,41.52,-1.4262,40.0,41.52,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-12,915.8,901.0,909.4,871.1,902.5,901.55,888.33,24784324,22016571132.5,516512,9460568,38.17,-1.556,38.3,38.17,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-13,901.55,951.0,960.0,922.1,928.95,927.65,938.46,22173554,20809009862.75,396148,9094925,41.02,2.895,37.9,41.02,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-14,927.65,898.0,911.0,890.0,893.85,893.7,899.79,19777445,17795529260.15,364023,8394283,42.44,-3.6598,21.0,42.44,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-15,893.7,890.5,892.4,875.0,888.0,888.15,885.0,12174870,10774797134.75,280499,4280446,35.16,-0.621,17.4,35.16,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-18,888.15,888.0,888.0,831.3,838.0,836.65,847.83,23326656,19776954026.3,533951,10660724,45.7,-5.7986,56.7,45.7,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-19,836.65,860.85,867.3,826.1,832.85,830.65,846.32,23730561,20083766361.0,415550,8905443,37.53,-0.7171,41.2,37.53,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-20,830.65,836.45,864.0,832.2,863.5,857.1,844.42,20007413,16894738592.95,359835,8748975,43.73,3.1843,31.8,43.73,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-21,857.1,861.45,884.0,852.3,860.4,859.55,870.64,24239683,21104074910.85,416994,10837256,44.71,0.2858,31.7,44.71,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-22,859.55,850.0,870.3,833.05,842.65,838.85,844.52,21025849,17756809302.45,382888,5893652,28.03,-2.4082,37.25,28.03,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-26,838.85,857.0,871.75,848.75,858.0,852.4,860.62,19002589,16354024458.4,303415,7852814,41.32,1.6153,23.0,41.32,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-27,852.4,859.9,909.8,857.15,901.4,903.65,881.85,28013227,24703584077.9,388895,11070917,39.52,6.0124,52.65,39.52,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-28,903.65,920.0,950.0,913.95,947.5,945.25,938.36,37744926,35418447868.85,631552,15665889,41.5,4.6036,36.05,41.5,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-05-29,945.25,944.0,955.0,923.45,947.1,951.65,937.44,26512600,24853972529.55,352639,10530145,39.72,0.6771,31.55,39.72,2020-05,2020Q2,2020
HDFCBANK,EQ,2020-06-01,951.65,975.0,995.0,966.1,984.05,987.65,987.51,19595373,19350540625.65,294542,6299582,32.15,3.7829,28.9,32.15,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-02,987.65,986.7,1005.0,975.2,1005.0,1001.0,993.25,20811909,20671440824.5,312508,6647318,31.94,1.3517,29.8,31.94,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-03,1001.0,1020.0,1046.25,1015.45,1023.0,1022.25,1029.96,25273067,26030319863.8,336920,10366214,41.02,2.1229,30.8,41.02,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-04,1022.25,1028.05,1038.95,991.1,995.0,1001.7,1015.67,27139478,27564675122.5,406454,9199898,33.9,-2.0103,47.85,33.9,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-05,1001.7,1003.1,1042.4,1002.8,1039.05,1033.35,1022.13,17598103,17987626065.25,281754,4654447,26.45,3.1596,39.6,26.45,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-08,1033.35,1060.0,1066.65,1006.4,1016.8,1015.9,1031.68,24906362,25695464731.7,388541,7761480,31.16,-1.6887,60.25,31.16,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-09,1015.9,1020.0,1026.75,979.55,984.45,987.3,1004.5,30922894,31062063304.35,417245,13311975,43.05,-2.8152,47.2,43.05,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-10,987.3,990.0,999.85,978.2,993.0,991.85,989.98,18248880,18066101468.5,263364,5264844,28.85,0.4609,21.65,28.85,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-11,991.85,985.0,988.4,965.0,969.3,968.6,976.14,15449142,15080485300.95,290542,4276390,27.68,-2.3441,23.4,27.68,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-12,968.6,928.0,986.65,928.0,977.1,982.75,959.62,21322880,20461954341.05,329375,5245483,24.6,1.4609,58.65,24.6,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-15,982.75,968.0,974.0,943.0,951.75,949.85,954.63,16004973,15278832372.6,261144,5060470,31.62,-3.3477,31.0,31.62,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-16,949.85,975.0,993.95,952.0,989.15,990.4,978.56,22700113,22213351845.0,318791,6682870,29.44,4.2691,41.95,29.44,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-17,990.4,989.0,998.9,973.25,978.65,979.25,985.61,18479504,18213663531.15,263560,3422973,18.52,-1.1258,25.65,18.52,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-18,979.25,980.0,1024.9,972.0,1017.6,1019.95,998.66,20435469,20408019924.1,283491,4678708,22.9,4.1562,52.9,22.9,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-19,1019.95,1017.95,1043.0,1012.15,1032.95,1033.35,1029.14,23939324,24637000247.75,330341,7701114,32.17,1.3138,30.85,32.17,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-22,1033.35,1039.45,1045.95,1023.8,1029.0,1028.75,1038.22,14847321,15414841315.4,295528,5244303,35.32,-0.4452,22.15,35.32,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-23,1028.75,1039.0,1045.0,1016.55,1045.0,1042.3,1031.23,14415640,14865898484.45,231379,2430246,43.77,1.3171,28.45,43.77,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-24,1042.3,1048.5,1057.5,1030.05,1031.95,1032.5,1043.88,19714664,20579739217.6,356432,9101038,46.16,-0.9402,27.45,46.16,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-25,1032.5,1021.9,1049.0,1007.0,1035.0,1028.75,1026.56,35323457,36261515753.1,361881,16081355,45.53,-0.3632,42.0,45.53,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-26,1028.75,1041.0,1063.0,1028.0,1058.5,1056.45,1041.81,19986677,20822382331.4,346461,9752080,48.79,2.6926,35.0,48.79,2020-06,2020Q2,2020
HDFCBANK,EQ,2020-06-29,1056.45,1037.0,1082.6,1037.0,1075.5,1076.05,1058.38,23003725,24346771790.2,361163,9905945,43.06,1.8553,45.6,43.06,2020-06,2020Q2,2020
